id;kurztitel;kategorie;unterkategorie;datum_beginn;datum_ende;terminliste;landname;ort;va_name;va_adresse;va_telefon;va_fax;va_email;va_internet;teilnehmerkreis;externer_link;lfdnr
100127791;"Krankenhausratschlag: gemeinsam aktiv für gute Arbeitsbedingungen im Krankenhaus";"Gesundheit und Ernährung";"Berufe Gesundheit und Ernährung";2025-06-18;2028-06-18;"18.06.2025 - 19.06.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 18.06.2028 möglich";Deutschland;"Berlin und ggf. andere Orte";"ver.di Landesbezirk Berlin-Brandenburg
Abteilung Bildung";"Am Bahnhof Westend 3
14059 Berlin";015140023264;;mailto:birgit.schoenwitz@verdi.de;;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3683
100127792;"Freiheit braucht Sicherheit – Deutschlands Optionen im Spiegel der Zeitenwende";"Politische Bildung";Deutschlandpolitik;2024-10-24;2027-10-24;"24.10.2024 - 27.10.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 24.10.2027 möglich";Italien;"Cadenabbia und ggf. andere Orte";"Konrad-Adenauer-Stiftung e.V.
Hauptabteilung Politische Bildung";"Klingelhöferstr. 23
10785 Berlin";030-26996-3973;030-26996-53973;mailto:ana-georgeta.braun@kas.de;https://www.kas.de/de/web/villalacollina/veranstaltungen/detail/-/content/freiheit-braucht-sicherheit-3;"Für interessierte Berliner Arbeitnehmer/innen";;3684
100127794;"Tarifverträge verstehen";"Recht und Steuern";Recht;2024-10-21;2027-10-21;"21.10.2024 - 21.10.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 21.10.2027 möglich";Deutschland;"Berlin und ggf. andere Orte";"ver.di Landesbezirk Berlin-Brandenburg
Abteilung Bildung";"Am Bahnhof Westend 3
14059 Berlin";015140023264;;mailto:birgit.schoenwitz@verdi.de;"ver.di Berlin-Brandenburg";"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3685
100127799;Teilhabe-Workshop;"Besondere Zielgruppen";;2024-12-02;2027-11-28;"28.11.2024 - 28.11.2024 (Dieser Termin ist bereits vorbei)
29.11.2024 - 29.11.2024 (Dieser Termin ist bereits vorbei)
02.12.2024 - 02.12.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.11.2027 möglich";Deutschland;"Berlin und ggf. andere Orte";"GETEQ gGmbH";"Bahnhofstr. 32
13129 Berlin";03094516160;03094516166;mailto:verwaltung@geteq.org;;"Für Berliner Arbeitnehmer/innen mit kognitiven Beeinträchtigungen die Dienstleistungen der Eingliederungshilfe in Anspruch nehmen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3686
100127800;"Ausbildung zum Business- und Life Coach (DBCA) - auch online -";Psychologie;;2025-07-03;2026-10-24;"24.10.2024 - 25.10.2024 (Dieser Termin ist bereits vorbei)
21.11.2024 - 22.11.2024 (Dieser Termin ist bereits vorbei)
15.01.2025 - 15.01.2025 (Dieser Termin ist bereits vorbei)
30.01.2025 - 31.01.2025 (Dieser Termin ist bereits vorbei)
24.04.2025 - 25.04.2025 (Dieser Termin ist bereits vorbei)
03.07.2025 - 04.07.2025 (Dieser Termin ist bereits vorbei)
11.07.2025 - 11.07.2025 (Dieser Termin ist bereits vorbei)
18.09.2025 - 19.09.2025
weitere Termine zu dieser Veranstaltung sind noch bis 24.10.2026 möglich";Deutschland;"Berlin und ggf. andere Orte und auch online";"Dr. Bock Coaching Akademie";"Albrechtstrasse 14b
10117 Berlin";"'+49 30 30832800'";;mailto:office@dr-bock-coaching-akademie.de;https://www.dr-bock-coaching-akademie.de/business-life-coach/;"Für Berliner Führungskräfte, Berater/innen und Coaches, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3687
100127801;"Emotionale Kompetenz am Arbeitsplatz";"Gesundheit und Ernährung";"Entspannung und Körpererfahrung";2025-05-05;2028-05-05;"05.05.2025 - 09.05.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 05.05.2028 möglich";Deutschland;"Bengel und ggf. andere Orte";"Lohmarer Institut für Weiterbildung e.V.
LIW";"Donrather Str. 44
53797 Lohmar";02246-302999-10;02246-302999-19;mailto:evinfo@lohmarer-institut.com;https://www.liw-ev.de/detailev/?event=45082;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3688
100127806;"Produktion im Schatten: Von ungerechten Strukturen zu nachhaltigen Reformen in der Weltwirtschaft";"Politische Bildung";Wirtschaftspolitik;2024-10-28;2027-10-28;"28.10.2024 - 01.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Deutschland;"Kochel am See und ggf. andere Orte";"Georg-von-Vollmar-Akademie e.V.";"Am Aspensteinbichl 9-11
82431 Kochel am See";"08851 780";"08851 7823";mailto:info@vollmar-akademie.de;https://www.vollmar-akademie.de/programm/kw/bereich/kursdetails/kurs/24244402/kursname/Produktion%20im%20Schatten/kategorie-id/0/#inhalt;"Für interessierte Berliner Arbeitnehmer/innen";;3689
100127807;"Train-the-Trainer: Qualifizierung zur/m Verhaltens- und Kommunikationstrainer/in mit dem Schwerpunkt Leitung von Gruppen in Betrieb und Weiterbildung";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2024-11-08;2025-09-27;"08.11.2024 - 27.09.2025 (Dieser Termin hat bereits begonnen)";Deutschland;Berlin;"Arbeit, Bildung und Forschung e. V.";"Brümmerstr. 46 A
14195 Berlin";030/67512679;;mailto:abf@abfev.de;https://www.abfev.de/leistungen/train-the-trainer/;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3690
100127809;"Berater*innen-Ausbildung für Organisations-Entwicklung und Transformations-Begleitung - auch online -";"Kaufmännischer Bereich";Organisation;2024-11-27;2026-11-27;"27.11.2024 - 30.01.2026 (Dieser Termin hat bereits begonnen)
weitere Termine zu dieser Veranstaltung sind noch bis 27.11.2026 möglich";Deutschland;"Berlin und auch online";"MAICONSULTING GmbH & Co.KG
Managementberatung und Akademie";"Handschuhsheimer Landstr. 60
69121  Heidelberg";"'+496221 650 2470'";;mailto:bettina.klein@maiconsulting.de;https://maiconsulting.de/maiakademie/agile-transformation/beraterinnen-ausbildung-fuer-organisations-entwicklung-und-transformations-begleitung-auflage-4/;"Für Berliner Berater/innen, Projektleiter/innen, Personaler/innen, Führungskräfte, Agile Master und Coaches, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3691
100127810;"Sprachunterricht Koreanisch - 10 Tage Seoul -";"Sprachen für den Beruf";Koreanisch;2024-11-04;2027-11-04;"04.11.2024 - 15.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 04.11.2027 möglich";Südkorea;"Seoul und ggf. andere Orte";"LTL Language School";"Jianguo Rd 88, SOHO Xian Dai Cheng B, 504
100026 Peking";"'+86 (0) 10 6512 9057'";"'+86 (0) 10 5100 12601'";mailto:ltlmandarin@yahoo.com;;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3692
100127811;"Sprachunterricht Chinesisch - 10 Tage Singapore -";"Sprachen für den Beruf";Chinesisch;2024-10-28;2027-10-28;"28.10.2024 - 08.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Singapore;"Singapore und ggf. andere Orte";"LTL Language School";"Jianguo Rd 88, SOHO Xian Dai Cheng B, 504
100026 Peking";"'+86 (0) 10 6512 9057'";"'+86 (0) 10 5100 12601'";mailto:ltlmandarin@yahoo.com;;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3693
100127812;"Sprachunterricht Chinesisch - 10 Tage Taiwan -";"Sprachen für den Beruf";Chinesisch;2024-11-04;2027-11-04;"04.11.2024 - 15.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 04.11.2027 möglich";"Taiwan, R.O.C.";"Da'an, Taipei und ggf. andere Orte";"LTL Language School";"Jianguo Rd 88, SOHO Xian Dai Cheng B, 504
100026 Peking";"'+86 (0) 10 6512 9057'";"'+86 (0) 10 5100 12601'";mailto:ltlmandarin@yahoo.com;;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3694
100127813;"Sprachunterricht Chinesisch - 10 Tage China -";"Sprachen für den Beruf";Chinesisch;2024-10-28;2027-10-28;"28.10.2024 - 08.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";"VR China";"Peking und ggf. andere Orte";"LTL Language School";"Jianguo Rd 88, SOHO Xian Dai Cheng B, 504
100026 Peking";"'+86 (0) 10 6512 9057'";"'+86 (0) 10 5100 12601'";mailto:ltlmandarin@yahoo.com;;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3695
100127814;"Interpersonal Performance Management Personal-,Team- und Organisationsentwicklung";"Kaufmännischer Bereich";;2024-11-25;2027-11-25;"25.11.2024 - 29.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 25.11.2027 möglich";Deutschland;"Lüneburg und ggf. andere Orte";"Bildungswerk ver.di in Niedersachsen e. V.";"Goseriede 10
30159 Hannover";"0511 12400-407";;mailto:bu-beantragung@bw-verdi.de;https://www.bw-verdi.de/angebote/bildungsurlaub/bildungsurlaube-mit-der-leuphana/;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3696
100127815;"„Stadt.Raum.Klima“ - cLab (climate Lab) im Themenfeld ""Klimagerechte Stadt"" des Projekts ""cLabs | klima.planen.bauen""";"Gewerblich-Technischer Bereich";Bauwesen;2025-03-11;2027-10-29;"29.10.2024 - 31.10.2024 (Dieser Termin ist bereits vorbei)
11.03.2025 - 13.03.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 29.10.2027 möglich";Deutschland;"Berlin und ggf. andere Orte";"BAUFACHFRAU Berlin e.V.";"Lehderstraße 108
13086 Berlin";03092092176;0309251964;mailto:post@baufachfrau-berlin.de;https://www.baufachfrau-berlin.de/clab-stadt-raum-klima-2/;"Für Berliner*innen in Ingenieur- und Planungsberufen, Handwerk, Verwaltung, naturwissenschaftlichen Bereichen oder Bildung (Bsp. Lehrkraft an einer Berufsschule/Uni), die ihre fachlichen Kompetenzen Richtung Klimaschutz erweitern wollen und die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3697
100127817;"Die eigene Rolle in der Moderation – Moderationskompetenz";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2025-03-10;2028-03-10;"10.03.2025 - 12.03.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 10.03.2028 möglich";Deutschland;"Dortmund und ggf. andere Orte";KOBIseminare;"Adlerstr 83
44137 Dortmund";0231-534525-0;0231-534525-10;mailto:info@kobi.de;https://kobi.de/unsere-seminare/seminarsuche/kursdetails/index.shtml?eCourseId=4214;"Für Berliner Arbeitnehmer/innen in Führungspositionen, die die Aufgabe haben, Gruppen zu moderien, z.B. erweiterte Sitzungsleitungen, Workshops, Teamsitzungen, Problemlösungskonferenzen oder Zukunftswerkstätten und die die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3698
100127818;"Storytelling im Beruf – Die Kunst des Geschichtenerzählens";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2025-10-05;2028-02-23;"23.02.2025 - 28.02.2025 (Dieser Termin ist bereits vorbei)
05.10.2025 - 10.10.2025
weitere Termine zu dieser Veranstaltung sind noch bis 23.02.2028 möglich";Deutschland;"Norderney und ggf. andere Orte";"Bildungsforum Lernwelten,
- Zweigstelle Bonn -";"Im Krausfeld 30a
53111 Bonn";0228-96959-92;;mailto:caroline.wilken@bf-bonn.de;https://bf-bonn.de/index.php/bildungsurlaub/bildungsurlaube-2025-1-halbjahr/25-a-252-kunst-des-geschichtenerzaehlens.html;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3699
100127821;"Prüfungsangst und -stress vermeiden und abbauen";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2024-11-25;2027-11-25;"25.11.2024 - 27.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 25.11.2027 möglich";Deutschland;"Haltern am See und ggf. andere Orte";"IGBCE
Kompetenzzentrum Bildung";"Königsworther Platz 6
30167 Hannover";0511/7631153;0511/7631746;mailto:kompetenzzentrum.bildung@igbce.de;www.pruefungswesen.igbce.de;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3700
100127822;"Burnout Prävention - Die transformative Kraft der Kunst und Kreativität. Überlastung & Erschöpfung vorbeugen.";"Gesundheit und Ernährung";"Entspannung und Körpererfahrung";2025-12-01;2025-12-12;"27.01.2025 - 31.01.2025 (Dieser Termin ist bereits vorbei)
17.02.2025 - 21.02.2025 (Dieser Termin ist bereits vorbei)
24.03.2025 - 28.03.2025 (Dieser Termin ist bereits vorbei)
31.03.2025 - 03.04.2025 (Dieser Termin ist bereits vorbei)
07.04.2025 - 11.04.2025 (Dieser Termin ist bereits vorbei)
12.05.2025 - 16.05.2025 (Dieser Termin ist bereits vorbei)
19.05.2025 - 23.05.2025 (Dieser Termin ist bereits vorbei)
16.06.2025 - 20.06.2025 (Dieser Termin ist bereits vorbei)
23.06.2025 - 27.06.2025 (Dieser Termin ist bereits vorbei)
30.06.2025 - 04.07.2025 (Dieser Termin ist bereits vorbei)
14.07.2025 - 18.07.2025 (Dieser Termin hat bereits begonnen)
08.09.2025 - 12.09.2025
22.09.2025 - 26.09.2025
06.10.2025 - 10.10.2025
17.11.2025 - 21.11.2025
24.11.2025 - 28.11.2025
01.12.2025 - 05.12.2025
08.12.2025 - 12.12.2025";Deutschland;Berlin;RilanaArt;"Kamener Weg 8
13507 Berlin";03041764235;;mailto:hello@rilana-art.de;https://www.rilanaart.de/bildungszeitangebote/;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3701
100127824;"Stimmbildung und Improvisation";"Kunst, Künstlerische Techniken";;2024-11-04;2027-11-04;"04.11.2024 - 08.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 04.11.2027 möglich";Deutschland;"Wriezen und ggf. andere Orte";"Frauenbildungsstätte Franzenhof e.V.";"Franzenshof 1
16269 Wriezen";03345671522;;mailto:info@franzenhof.de;https://www.franzenhof.de/stimmbildung-und-improvisation-2024/;"Für Berliner Musikerinnen,Pädagoginnen,Therapeutinnen,Trainerinnen für Körper-, Stimme- und Bewegungsarbeit, die den Einsatz von Stimmbildung und Gesang in ihrem beruflich Kontext benötigen";;3702
100127825;"Die Macht des Kaffees – ein globaler Siegeszug auf globale Kosten?";"Politische Bildung";Wirtschaftspolitik;2024-11-11;2027-11-11;"11.11.2024 - 15.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 11.11.2027 möglich";Deutschland;"Aurich und ggf. andere Orte";"Europahaus Aurich e.V.";"von-Jhering-Straße 33
26603 Aurich";04941/9527-40;04941/9527-27;mailto:roepkes@europahaus-aurich.de;https://www.europahaus-aurich.de/anmelden/;"Für interessierte Berliner Arbeitnehmer/innen";;3703
100127827;"Radiopraxis für Einsteiger";"Medien und Journalismus";;2025-01-22;2027-10-28;"28.10.2024 - 30.10.2024 (Dieser Termin ist bereits vorbei)
22.01.2025 - 24.01.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Deutschland;"Berlin und ggf. andere Orte";"Berliner Journalistenschule gUG (gemeinnützig; haftungsbeschränkt) - BJS";"Knesebeckstraße 74
10623 Berlin";"0 30 / 75 00 80 52";"0 30 / 75 00 80 53";mailto:info@berliner-journalisten-schule.de;https://www.berliner-journalisten-schule.de/seminare/radiojournalismus/;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen.";;3704
100127829;"Ausbildung DOSB-Trainer C Sportart: Rudern";"Besondere Zielgruppen";;2025-02-10;2027-02-10;"10.02.2025 - 21.02.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 10.02.2027 möglich";Deutschland;"Ratzeburg und ggf. andere Orte";"Deutscher Ruderverband e.V.";"Ferdinand-Wilhelm-Fricke-Weg 10
30169 Hannover";0511980940;05119809425;mailto:info@rudern.de;;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen und andere Interessierte";;3705
100127833;"Sicherheitstraining für Gleitschirmpilot:innen";"Gewerblich-Technischer Bereich";"Technisch-Gewerbliche Berufe";2025-10-01;2025-10-19;"02.04.2025 - 06.04.2025 (Dieser Termin ist bereits vorbei)
09.04.2025 - 13.04.2025 (Dieser Termin ist bereits vorbei)
17.04.2025 - 21.04.2025 (Dieser Termin ist bereits vorbei)
23.04.2025 - 27.04.2025 (Dieser Termin ist bereits vorbei)
30.04.2025 - 04.05.2025 (Dieser Termin ist bereits vorbei)
07.05.2025 - 11.05.2025 (Dieser Termin ist bereits vorbei)
21.05.2025 - 25.05.2025 (Dieser Termin ist bereits vorbei)
28.05.2025 - 01.06.2025 (Dieser Termin ist bereits vorbei)
05.06.2025 - 09.06.2025 (Dieser Termin ist bereits vorbei)
18.06.2025 - 22.06.2025 (Dieser Termin ist bereits vorbei)
25.06.2025 - 29.06.2025 (Dieser Termin ist bereits vorbei)
09.07.2025 - 13.07.2025 (Dieser Termin ist bereits vorbei)
10.09.2025 - 14.09.2025
17.09.2025 - 21.09.2025
01.10.2025 - 05.10.2025
08.10.2025 - 12.10.2025
15.10.2025 - 19.10.2025";Italien;Baitoni;"Sicher-Fliegen.de Gleitschirmflugschule";"Nesselweg 3
70378 Stuttgart";"0 711 25274070";;mailto:kontakt@sicher-fliegen.de;www.sicher-fliegen.de;"Für Berliner Gleitschirm-Piloten/innen, die bereits selbstständig fliegen, sich aber in diesem Bereich weiterbilden wollen und die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3706
100127834;"Polnisch Sprachkurs - 5 Tage -";"Sprachen für den Beruf";Polnisch;2024-11-11;2027-11-11;"11.11.2024 - 15.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 11.11.2027 möglich";Polen;"Sopot und ggf. andere Orte";"Discover Polish";"Ul. Haffnera 66/1
81-715 Sopot";"'+48 535 020 742'";;mailto:mszalkowska@wp.pl;https://discoverpolish.eu/;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3707
100127835;"Polnisch Sprachkurs - 10 Tage -";"Sprachen für den Beruf";Polnisch;2024-11-11;2027-11-11;"11.11.2024 - 22.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 11.11.2027 möglich";Polen;"Sopot und ggf. andere Orte";"Discover Polish";"Ul. Haffnera 66/1
81-715 Sopot";"'+48 535 020 742'";;mailto:mszalkowska@wp.pl;https://discoverpolish.eu/;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3708
100127839;"Krakau und Auschwitz. Stationen der Vernichtung";"Politische Bildung";Geschichte;2024-11-20;2027-11-20;"20.11.2024 - 24.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 20.11.2027 möglich";Polen;"Oswiecim und ggf. andere Orte";"Herbert-Wehner-Bildungswerk e. V.";"Devrientstraße 7
01067 Dresden";0351/8040220;0351/8040222;mailto:jahnke@wehnerwerk.de;https://wehnerwerk.de/bildung/angebot/24021/;"Für interessierte Berliner Arbeitnehmer/innen";;3709
100127842;"Kapitalgesellschaftsrecht und seine gesellschaftliche Verantwortung";"Recht und Steuern";Recht;2025-02-03;2028-02-03;"03.02.2025 - 07.02.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 03.02.2028 möglich";Deutschland;"Lüneburg und ggf. andere Orte";"Bildungswerk ver.di in Niedersachsen e. V.";"Goseriede 10
30159 Hannover";"0511 12400-407";;mailto:bu-beantragung@bw-verdi.de;https://www.bw-verdi.de/angebote/bildungsurlaub/bildungsurlaube-mit-der-leuphana/;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3710
100127846;"Kultur trifft Ideologie: Politische Botschaften in Film und Fernsehen";"Politische Bildung";"Demokratie und Medienpolitik";2024-12-02;2027-12-02;"02.12.2024 - 06.12.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 02.12.2027 möglich";Deutschland;"Kochel am See und ggf. andere Orte";"Georg-von-Vollmar-Akademie e.V.";"Am Aspensteinbichl 9-11
82431 Kochel am See";"08851 780";"08851 7823";mailto:info@vollmar-akademie.de;https://www.vollmar-akademie.de/themen/geschichte-kultur/kw/bereich/kursdetails/kurs/24244903/kursname/Kultur%20trifft%20Ideologie/kategorie-id/5/#inhalt#;"Für interessierte Berliner Arbeitnehmer/innen";;3711
100127847;"Train the Trainer*in (IHK)";"Rhetorik und Kommunikation";"Rhetorik, berufl.";2025-03-24;2028-03-24;"24.03.2025 - 30.03.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 24.03.2028 möglich";Deutschland;"Höchst ggf. auch andere Orte";"B.I.E.K. - Bergsträßer Institut für ganzheitliche Entspannung und Kommunikation";"Promenadenstr. 10-12
64625 Bensheim";06251780686;;mailto:info@biek-ausbildung.de;https://www.biek-ausbildung.de/psychosoziale-beratung-und-coaching/ausbildung-train-the-trainer/#/de/classes?course_category_id=28&hide_search_form=1;"Für Berliner Arbeitnehmer/innen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3712
100127848;"Ausbildung Lachyogaleiter*in";"Gesundheit und Ernährung";"Berufe Gesundheit und Ernährung";2025-01-20;2028-01-20;"20.01.2025 - 22.01.2025 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 20.01.2028 möglich";Deutschland;"Höchst und ggf. andere Orte";"B.I.E.K. - Bergsträßer Institut für ganzheitliche Entspannung und Kommunikation";"Promenadenstr. 10-12
64625 Bensheim";06251780686;;mailto:info@biek-ausbildung.de;https://www.biek-ausbildung.de/yoga-qigong-feldenkrais/lachyoga/#/de/classes?course_category_id=87&hide_search_form=1;"Für Berliner Arbeitnehmer/innen aus therapeutischen Berufsfeldern, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen.
Für alle anderen Berliner Arbeitnehmer/innen gilt diese Anerkennung nicht.";;3713
100127850;"Basiskurs - Thai Massage (Level 1)";"Gesundheit und Ernährung";"Berufe Gesundheit und Ernährung";2024-11-18;2027-11-18;"18.11.2024 - 22.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 18.11.2027 möglich";Deutschland;"Berlin und ggf. andere Orte";"Thai Massage Ausbildung Berlin Andreas Schwarz";"Brennerstr. 44
13187 Berlin";0152-21926820;030-21602396;mailto:info@thaimassage-ausbildung.berlin;https://thaimassage-ausbildung.berlin/produkt/level-1-basiskurs-pankow/;"Für Berliner Physiotherapeuten/innen und Arbeitnehmer/innen aus medizinischen und gesundheitsfördernden Berufsgruppen, die o.g. Kenntnisse für die berufliche Tätigkeit benötigen";;3714
100127851;"Japanisch Intensivkurs - 5 Tage -";"Sprachen für den Beruf";Japanisch;2024-10-28;2027-10-28;"28.10.2024 - 01.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Japan;"Fukuoka ung ggf. andere Orte";"Genki
Japanese and Culture School";"Genki Building 1-16-23 Hakata-ku
 812-0013 Fukuoka-shi";"'+49 (0) 221 42 30 87 14'";"'+49 (0) 221 42 30 87 13'";mailto:info@Bildungsurlaub-Approval.de;www.genkijacs.com;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3715
100127852;"Japanisch Intensivkurs - 10 Tage -";"Sprachen für den Beruf";Japanisch;2024-10-28;2027-10-28;"28.10.2024 - 08.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Japan;"Fukuoka ung ggf. andere Orte";"Genki
Japanese and Culture School";"Genki Building 1-16-23 Hakata-ku
 812-0013 Fukuoka-shi";"'+49 (0) 221 42 30 87 14'";"'+49 (0) 221 42 30 87 13'";mailto:info@Bildungsurlaub-Approval.de;www.genkijacs.com;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3716
100127853;"Portugiesisch Kombikurs 4+1 (30 Wochenstunden) - 5 Tage -";"Sprachen für den Beruf";Portugiesisch;2024-10-28;2027-10-28;"28.10.2024 - 01.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Portugal;"Lissabon und ggf. andere Orte";"Portugese Connecton Language School";"Praça do Príncipe Real 23
cv esq 1250-184 Lissabon";"'+351 211 944 364'";"'+351 917 556 216'";mailto:info@Bildungsurlaub-approval.de;;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3717
100127854;"Portugiesisch Kombikurs 4+1 (30 Wochenstunden) - 10 Tage -";"Sprachen für den Beruf";Portugiesisch;2024-10-28;2027-10-28;"28.10.2024 - 08.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Portugal;"Lissabon und ggf. andere Orte";"Portugese Connecton Language School";"Praça do Príncipe Real 23
cv esq 1250-184 Lissabon";"'+351 211 944 364'";"'+351 917 556 216'";mailto:info@Bildungsurlaub-approval.de;;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3718
100127855;"Spanisch Super Internsive 30 - 5 Tage -";"Sprachen für den Beruf";Spanisch;2024-10-28;2027-10-28;"28.10.2024 - 01.11.2024 (Dieser Termin ist bereits vorbei)
weitere Termine zu dieser Veranstaltung sind noch bis 28.10.2027 möglich";Spanien;"Marbella und ggf. andere Orte";"SLC - Spanish Language Center, S.L.";"Avenida Ricardo Soriano 36
29601 Marbella";"'+34 952 901 576'";;mailto:info@Bildungsurlaub-Approval.de;www.slc.com.es;"Für Berliner Arbeitnehmer/innen, die o.g. Fremdsprachenkenntnisse für die berufliche Tätigkeit benötigen";;3719
